
Cidade: 78859, Zona: 0008, Seção: 0021
7,Votos em branco,11
8,Votos Nulos,15
9,Total Apurado,289

Cidade: 78859, Zona: 0008, Seção: 0336
,Candidato,Votacao
0,13 WILSON CABELO,8
1,44 GERALDO MENDES,115
2,55 NINA SINGER,136
3,Eleitores Aptos,366
4,Votos nominais,259
5,Votos de legenda,0
6,Votos em branco,10
7,Votos Nulos,10
8,Total Apurado,279

Cidade: 78859, Zona: 0008, Seção: 0337
,Candidato,Votacao
0,Não há votos nominais,1
1,13 WILSON CABELO,8
2,44 GERALDO MENDES,101
3,55 NINA SINGER,152
4,Eleitores Aptos,364
5,Votos nominais,261
6,Votos de legenda,0
7,Votos em branco,12
8,Votos Nulos,11
9,Total Apurado,284

Cidade: 78859, Zona: 0008, Seção: 0338
,Candidato,Votacao
0,Não há votos nominais,1
1,13 WILSON CABELO,5
2,44 GERALDO MENDES,99
3,55 NINA SINGER,110
4,Eleitores Aptos,363
5,Votos nominais,214
6,Votos de legenda,0
7,Votos em branco,15
8,Votos Nulos,10
9,Total Apurado,239

Cidade: 78859, Zona: 0008, Seção: 0339
,Candidato,Votacao
0,13 WILSON CABELO,5
1,44 GERALDO MENDES,28
2,55 NINA SINGER,234
3,Eleitores Aptos,317
4,Votos nominais,267
5,Votos de legenda,0
6,Votos em branco,7
7,Votos Nulos,7
8,Total Apurado,281

Cidade: 78859, Zona: 0008, Seção: 0340
,Candidato,Votacao
0,13 WILSON CABELO,8
1,44 GERALDO MENDES,34
2,55 NINA SINGER,203
3,Eleitores Aptos,315
4,Votos nominais,245
5,Votos de legenda,0
6,Votos em branco,6
7,Votos Nulos,13
8,Total Apurado,264

Cidade: 78859, Zona: 0008, Seção: 0341
,Candidato,Votacao
0,13 WILSON CABELO,11
1,44 GERALDO MENDES,92
2,55 NINA SINGER,158
3,Eleitores Aptos,332
4,Votos nominais,261
5,Votos de legenda,0
6,Votos em branco,5
7,Votos Nulos,8
8,Total Apurado,274

Cidade: 78859, Zona: 0008, Seção: 0342
,Candidato,Votacao
0,13 WILSON CABELO,17
1,44 GERALDO MENDES,81
2,55 NINA SINGER,152
3,Eleitores Aptos,323
4,Votos nominais,250
5,Votos de legenda,0
6,Votos em branco,12
7,Votos Nulos,10
8,Total Apurado,272

Cidade: 78859, Zona: 0008, Seção: 0343
,Candidato,Votacao
0,13 WILSON CABELO,23
1,44 GERALDO MENDES,73
2,55 NINA SINGER,136
3,Eleitores Aptos,324
4,Votos nominais,232
5,Votos de legenda,0
6,Votos em branco,6
7,Votos Nulos,3
8,Total Apurado,241

Cidade: 78859, Zona: 0008, Seção: 0344
,Candidato,Votacao
0,13 WILSON CABELO,19
1,44 GERALDO MENDES,90
2,55 NINA SINGER,114
3,Eleitores Aptos,347
4,Votos nominais,223
5,Votos de legenda,0
6,Votos em branco,8
7,Votos Nulos,10
8,Total Apurado,241

Cidade: 78859, Zona: 0008, Seção: 0345
,Candidato,Votacao
0,13 WILSON CABELO,14
1,44 GERALDO MENDES,95
2,55 NINA SINGER,118
3,Eleitores Aptos,350
4,Votos nominais,227
5,Votos de legenda,0
6,Votos em branco,14
7,Votos Nulos,11
8,Total Apurado,252

Cidade: 78859, Zona: 0008, Seção: 0346
,Candidato,Votacao
0,13 WILSON CABELO,9
1,44 GERALDO MENDES,92
2,55 NINA SINGER,128
3,Eleitores Aptos,352
4,Votos nominais,229
5,Votos de legenda,0
6,Votos em branco,13
7,Votos Nulos,11
8,Total Apurado,253

Cidade: 78859, Zona: 0008, Seção: 0347
,Candidato,Votacao
0,13 WILSON CABELO,14
1,44 GERALDO MENDES,106
2,55 NINA SINGER,120
3,Eleitores Aptos,350
4,Votos nominais,240
5,Votos de legenda,0
6,Votos em branco,11
7,Votos Nulos,11
8,Total Apurado,262

Cidade: 78859, Zona: 0008, Seção: 0348
,Candidato,Votacao
0,13 WILSON CABELO,11
1,44 GERALDO MENDES,98
2,55 NINA SINGER,130
3,Eleitores Aptos,351
4,Votos nominais,239
5,Votos de legenda,0
6,Votos em branco,14
7,Votos Nulos,17
8,Total Apurado,270

Cidade: 78859, Zona: 0008, Seção: 0349
,Candidato,Votacao
0,13 WILSON CABELO,18
1,44 GERALDO MENDES,89
2,55 NINA SINGER,132
3,Eleitores Aptos,334
4,Votos nominais,239
5,Votos de legenda,0
6,Votos em branco,17
7,Votos Nulos,14
8,Total Apurado,270

Cidade: 78859, Zona: 0008, Seção: 0350
,Candidato,Votacao
0,13 WILSON CABELO,14
1,44 GERALDO MENDES,98
2,55 NINA SINGER,121
3,Eleitores Aptos,357
4,Votos nominais,233
5,Votos de legenda,0
6,Votos em branco,10
7,Votos Nulos,13
8,Total Apurado,256

Cidade: 78859, Zona: 0008, Seção: 0352
,Candidato,Votacao
0,13 WILSON CABELO,15
1,44 GERALDO MENDES,85
2,55 NINA SINGER,121
3,Eleitores Aptos,346
4,Votos nominais,221
5,Votos de legenda,0
6,Votos em branco,7
7,Votos Nulos,13
8,Total Apurado,241

Cidade: 78859, Zona: 0008, Seção: 0354
,Candidato,Votacao
0,13 WILSON CABELO,3
1,44 GERALDO MENDES,79
2,55 NINA SINGER,156
3,Eleitores Aptos,388
4,Votos nominais,238
5,Votos de legenda,0
6,Votos em branco,20
7,Votos Nulos,21
8,Total Apurado,279

Cidade: 78859, Zona: 0008, Seção: 0355
,Candidato,Votacao
0,Não há votos nominais,7
1,13 WILSON CABELO,5
2,44 GERALDO MENDES,81
3,55 NINA SINGER,171
4,Eleitores Aptos,392
5,Votos nominais,257
6,Votos de legenda,0
7,Votos em branco,16
8,Votos Nulos,22
9,Total Apurado,295

Cidade: 78859, Zona: 0008, Seção: 0356
,Candidato,Votacao
0,13 WILSON CABELO,3
1,44 GERALDO MENDES,105
2,55 NINA SINGER,178
3,Eleitores Aptos,402
4,Votos nominais,286
5,Votos de legenda,0
6,Votos em branco,29
7,Votos Nulos,14
8,Total Apurado,329

Cidade: 78859, Zona: 0008, Seção: 0357
,Candidato,Votacao
0,13 WILSON CABELO,6
1,44 GERALDO MENDES,79
2,55 NINA SINGER,165
3,Eleitores Aptos,389
4,Votos nominais,250
5,Votos de legenda,0
6,Votos em branco,22
7,Votos Nulos,24
8,Total Apurado,296

Cidade: 78859, Zona: 0008, Seção: 0358
,Candidato,Votacao
0,Não há votos nominais,1
1,Não há votos nominais,4
2,Não há votos nominais,3
3,13 WILSON CABELO,5
4,44 GERALDO MENDES,116
5,55 NINA SINGER,152
6,Eleitores Aptos,368
7,Votos nominais,273
8,Votos de legenda,0
9,Votos em branco,9
10,Votos Nulos,15
11,Total Apurado,297

Cidade: 78859, Zona: 0008, Seção: 0359
,Candidato,Votacao
0,13 WILSON CABELO,6
1,44 GERALDO MENDES,85
2,55 NINA SINGER,188
3,Eleitores Aptos,366
4,Votos nominais,279
5,Votos de legenda,0
6,Votos em branco,9
7,Votos Nulos,17
8,Total Apurado,305

Cidade: 78859, Zona: 0008, Seção: 0360
,Candidato,Votacao
0,13 WILSON CABELO,5
1,44 GERALDO MENDES,93
2,55 NINA SINGER,194
3,Eleitores Aptos,371
4,Votos nominais,292
5,Votos de legenda,0
6,Votos em branco,11
7,Votos Nulos,19
8,Total Apurado,322

Cidade: 78859, Zona: 0008, Seção: 0361
,Candidato,Votacao
0,13 WILSON CABELO,7
1,44 GERALDO MENDES,83
2,55 NINA SINGER,183
3,Eleitores Aptos,371
4,Votos nominais,273
5,Votos de legenda,0
6,Votos em branco,8
7,Votos Nulos,20
8,Total Apurado,301

Cidade: 78859, Zona: 0008, Seção: 0362
,Candidato,Votacao
0,13 WILSON CABELO,7
1,44 GERALDO MENDES,89
2,55 NINA SINGER,174
3,Eleitores Aptos,364
4,Votos nominais,270
5,Votos de legenda,0
6,Votos em branco,14
7,Votos Nulos,18
8,Total Apurado,302

Cidade: 78859, Zona: 0008, Seção: 0363
,Candidato,Votacao
0,13 WILSON CABELO,6
1,44 GERALDO MENDES,95
2,55 NINA SINGER,175
3,Eleitores Aptos,367
4,Votos nominais,276
5,Votos de legenda,0
6,Votos em branco,8
7,Votos Nulos,15
8,Total Apurado,299

Cidade: 78859, Zona: 0008, Seção: 0364
,Candidato,Votacao
0,13 WILSON CABELO,6
1,44 GERALDO MENDES,100
2,55 NINA SINGER,164
3,Eleitores Aptos,368
4,Votos nominais,270
5,Votos de legenda,0
6,Votos em branco,10
7,Votos Nulos,9
8,Total Apurado,289

Cidade: 78859, Zona: 0008, Seção: 0365
,Candidato,Votacao
0,44 GERALDO MENDES,57
1,55 NINA SINGER,164
2,Eleitores Aptos,277
3,Votos nominais,221
4,Votos de legenda,0
5,Votos em branco,12
6,Votos Nulos,11
7,Total Apurado,244

Cidade: 78859, Zona: 0008, Seção: 0366
,Candidato,Votacao
0,13 WILSON CABELO,2
1,44 GERALDO MENDES,49
2,55 NINA SINGER,133
3,Eleitores Aptos,274
4,Votos nominais,184
5,Votos de legenda,0
6,Votos em branco,14
7,Votos Nulos,12
8,Total Apurado,210

Cidade: 78859, Zona: 0008, Seção: 0367
,Candidato,Votacao
0,13 WILSON CABELO,15
1,44 GERALDO MENDES,91
2,55 NINA SINGER,144
3,Eleitores Aptos,382
4,Votos nominais,250
5,Votos de legenda,0
6,Votos em branco,12
7,Votos Nulos,11
8,Total Apurado,273

Cidade: 78859, Zona: 0008, Seção: 0368
,Candidato,Votacao
0,13 WILSON CABELO,13
1,44 GERALDO MENDES,87
2,55 NINA SINGER,148
3,Eleitores Aptos,376
4,Votos nominais,248
5,Votos de legenda,0
6,Votos em branco,7
7,Votos Nulos,15
8,Total Apurado,270

Cidade: 78859, Zona: 0008, Seção: 0369
,Candidato,Votacao
0,13 WILSON CABELO,15
1,44 GERALDO MENDES,87
2,55 NINA SINGER,132
3,Eleitores Aptos,364
4,Votos nominais,234
5,Votos de legenda,0
6,Votos em branco,11
7,Votos Nulos,15
8,Total Apurado,260

Cidade: 78859, Zona: 0008, Seção: 0370
,Candidato,Votacao
0,Não há votos nominais,1
1,13 WILSON CABELO,10
2,44 GERALDO MENDES,91
3,55 NINA SINGER,140
4,Eleitores Aptos,370
5,Votos nominais,241
6,Votos de legenda,0
7,Votos em branco,11
8,Votos Nulos,20
9,Total Apurado,272

Cidade: 78859, Zona: 0008, Seção: 0371
,Candidato,Votacao
0,13 WILSON CABELO,15
1,44 GERALDO MENDES,122
2,55 NINA SINGER,118
3,Eleitores Aptos,356
4,Votos nominais,255
5,Votos de legenda,0
6,Votos em branco,14
7,Votos Nulos,18
8,Total Apurado,287

Cidade: 78859, Zona: 0008, Seção: 0372
,Candidato,Votacao
0,13 WILSON CABELO,18
1,44 GERALDO MENDES,109
2,55 NINA SINGER,124
3,Eleitores Aptos,361
4,Votos nominais,251
5,Votos de legenda,0
6,Votos em branco,9
7,Votos Nulos,15
8,Total Apurado,275

Cidade: 78859, Zona: 0008, Seção: 0373
,Candidato,Votacao
0,13 WILSON CABELO,10
1,44 GERALDO MENDES,95
2,55 NINA SINGER,134
3,Eleitores Aptos,366
4,Votos nominais,239
5,Votos de legenda,0
6,Votos em branco,17
7,Votos Nulos,11
8,Total Apurado,267

Cidade: 78859, Zona: 0008, Seção: 0374
,Candidato,Votacao
0,13 WILSON CABELO,22
1,44 GERALDO MENDES,112
2,55 NINA SINGER,108
3,Eleitores Aptos,374
4,Votos nominais,242
5,Votos de legenda,0
6,Votos em branco,18
7,Votos Nulos,23
8,Total Apurado,283

Cidade: 78859, Zona: 0008, Seção: 0375
,Candidato,Votacao
0,13 WILSON CABELO,14
1,44 GERALDO MENDES,118
2,55 NINA SINGER,117
3,Eleitores Aptos,363
4,Votos nominais,249
5,Votos de legenda,0
6,Votos em branco,15
7,Votos Nulos,18
8,Total Apurado,282

Cidade: 78859, Zona: 0008, Seção: 0376
,Candidato,Votacao
0,13 WILSON CABELO,11
1,44 GERALDO MENDES,101
2,55 NINA SINGER,125
3,Eleitores Aptos,364
4,Votos nominais,237
5,Votos de legenda,0
6,Votos em branco,8
7,Votos Nulos,18
8,Total Apurado,263

Cidade: 78859, Zona: 0008, Seção: 0377
,Candidato,Votacao
0,13 WILSON CABELO,22
1,44 GERALDO MENDES,105
2,55 NINA SINGER,123
3,Eleitores Aptos,368
4,Votos nominais,250
5,Votos de legenda,0
6,Votos em branco,9
7,Votos Nulos,9
8,Total Apurado,268

Cidade: 78859, Zona: 0008, Seção: 0378
,Candidato,Votacao
0,13 WILSON CABELO,12
1,44 GERALDO MENDES,104
2,55 NINA SINGER,132
3,Eleitores Aptos,362
4,Votos nominais,248
5,Votos de legenda,0
6,Votos em branco,7
7,Votos Nulos,16
8,Total Apurado,271

Cidade: 78859, Zona: 0008, Seção: 0379
,Candidato,Votacao
0,13 WILSON CABELO,13
1,44 GERALDO MENDES,88
2,55 NINA SINGER,144
3,Eleitores Aptos,368
4,Votos nominais,245
5,Votos de legenda,0
6,Votos em branco,10
7,Votos Nulos,14
8,Total Apurado,269

Cidade: 78859, Zona: 0008, Seção: 0381
,Candidato,Votacao
0,13 WILSON CABELO,16
1,44 GERALDO MENDES,86
2,55 NINA SINGER,129
3,Eleitores Aptos,369
4,Votos nominais,231
5,Votos de legenda,0
6,Votos em branco,22
7,Votos Nulos,17
8,Total Apurado,270

Cidade: 78859, Zona: 0008, Seção: 0382
,Candidato,Votacao
0,13 WILSON CABELO,19
1,44 GERALDO MENDES,96
2,55 NINA SINGER,104
3,Eleitores Aptos,366
4,Votos nominais,219
5,Votos de legenda,0
6,Votos em branco,6
7,Votos Nulos,14
8,Total Apurado,239

Cidade: 78859, Zona: 0008, Seção: 0383
,Candidato,Votacao
0,13 WILSON CABELO,18
1,44 GERALDO MENDES,100
2,55 NINA SINGER,139
3,Eleitores Aptos,366
4,Votos nominais,257
5,Votos de legenda,0
6,Votos em branco,13
7,Votos Nulos,17
8,Total Apurado,287

Cidade: 78859, Zona: 0008, Seção: 0384
,Candidato,Votacao
0,13 WILSON CABELO,20
1,44 GERALDO MENDES,105
2,55 NINA SINGER,153
3,Eleitores Aptos,359
4,Votos nominais,278
5,Votos de legenda,0
6,Votos em branco,10
7,Votos Nulos,10
8,Total Apurado,298

Cidade: 78859, Zona: 0008, Seção: 0385
,Candidato,Votacao
0,13 WILSON CABELO,19
1,44 GERALDO MENDES,87
2,55 NINA SINGER,115
3,Eleitores Aptos,366
4,Votos nominais,221
5,Votos de legenda,0
6,Votos em branco,12
7,Votos Nulos,12
8,Total Apurado,245

Cidade: 78859, Zona: 0008, Seção: 0386
,Candidato,Votacao
0,Não há votos nominais,15
1,13 WILSON CABELO,4
2,44 GERALDO MENDES,62
3,55 NINA SINGER,224
4,Eleitores Aptos,393
5,Votos nominais,290
6,Votos de legenda,0
7,Votos em branco,9
8,Votos Nulos,9
9,Total Apurado,308

Cidade: 78859, Zona: 0008, Seção: 0387
,Candidato,Votacao
0,13 WILSON CABELO,4
1,44 GERALDO MENDES,63
2,55 NINA SINGER,214
3,Eleitores Aptos,395
4,Votos nominais,281
5,Votos de legenda,0
6,Votos em branco,10
7,Votos Nulos,8
8,Total Apurado,299

Cidade: 78859, Zona: 0008, Seção: 0388
,Candidato,Votacao
0,13 WILSON CABELO,22
1,44 GERALDO MENDES,82
2,55 NINA SINGER,141
3,Eleitores Aptos,348
4,Votos nominais,245
5,Votos de legenda,0
6,Votos em branco,9
7,Votos Nulos,10
8,Total Apurado,264

Cidade: 78859, Zona: 0008, Seção: 0389
,Candidato,Votacao
0,13 WILSON CABELO,22
1,44 GERALDO MENDES,84
2,55 NINA SINGER,137
3,Eleitores Aptos,351
4,Votos nominais,243
5,Votos de legenda,0
6,Votos em branco,14
7,Votos Nulos,19
8,Total Apurado,276

Cidade: 78859, Zona: 0008, Seção: 0390
,Candidato,Votacao
0,13 WILSON CABELO,26
1,44 GERALDO MENDES,79
2,55 NINA SINGER,122
3,Eleitores Aptos,354
4,Votos nominais,227
5,Votos de legenda,0
6,Votos em branco,15
7,Votos Nulos,22
8,Total Apurado,264

Cidade: 78859, Zona: 0008, Seção: 0391
,Candidato,Votacao
0,13 WILSON CABELO,26
1,44 GERALDO MENDES,90
2,55 NINA SINGER,130
3,Eleitores Aptos,355
4,Votos nominais,246
5,Votos de legenda,0
6,Votos em branco,10
7,Votos Nulos,23
8,Total Apurado,279

Cidade: 78859, Zona: 0008, Seção: 0392
,Candidato,Votacao
0,13 WILSON CABELO,27
1,44 GERALDO MENDES,91
2,55 NINA SINGER,144
3,Eleitores Aptos,355
4,Votos nominais,262
5,Votos de legenda,0
6,Votos em branco,13
7,Votos Nulos,18
8,Total Apurado,293

Cidade: 78859, Zona: 0008, Seção: 0393
,Candidato,Votacao
0,13 WILSON CABELO,18
1,44 GERALDO MENDES,79
2,55 NINA SINGER,155
3,Eleitores Aptos,353
4,Votos nominais,252
5,Votos de legenda,0
6,Votos em branco,15
7,Votos Nulos,20
8,Total Apurado,287

Cidade: 78859, Zona: 0008, Seção: 0394
,Candidato,Votacao
0,13 WILSON CABELO,33
1,44 GERALDO MENDES,92
2,55 NINA SINGER,134
3,Eleitores Aptos,353
4,Votos nominais,259
5,Votos de legenda,0
6,Votos em branco,12
7,Votos Nulos,18
8,Total Apurado,289

Cidade: 78859, Zona: 0008, Seção: 0395
,Candidato,Votacao
0,13 WILSON CABELO,27
1,44 GERALDO MENDES,97
2,55 NINA SINGER,118
3,Eleitores Aptos,350
4,Votos nominais,242
5,Votos de legenda,0
6,Votos em branco,14
7,Votos Nulos,24
8,Total Apurado,280

Cidade: 78859, Zona: 0008, Seção: 0396
,Candidato,Votacao
0,13 WILSON CABELO,18
1,44 GERALDO MENDES,100
2,55 NINA SINGER,135
3,Eleitores Aptos,354
4,Votos nominais,253
5,Votos de legenda,0
6,Votos em branco,12
7,Votos Nulos,12
8,Total Apurado,277

Cidade: 78859, Zona: 0008, Seção: 0397
,Candidato,Votacao
0,13 WILSON CABELO,15
1,44 GERALDO MENDES,84
2,55 NINA SINGER,116
3,Eleitores Aptos,348
4,Votos nominais,215
5,Votos de legenda,0
6,Votos em branco,15
7,Votos Nulos,23
8,Total Apurado,253

Cidade: 78859, Zona: 0008, Seção: 0398
,Candidato,Votacao
0,13 WILSON CABELO,16
1,44 GERALDO MENDES,91
2,55 NINA SINGER,117
3,Eleitores Aptos,350
4,Votos nominais,224
5,Votos de legenda,0
6,Votos em branco,10
7,Votos Nulos,21
8,Total Apurado,255

Cidade: 78859, Zona: 0008, Seção: 0399
,Candidato,Votacao
0,13 WILSON CABELO,18
1,44 GERALDO MENDES,91
2,55 NINA SINGER,135
3,Eleitores Aptos,352
4,Votos nominais,244
5,Votos de legenda,0
6,Votos em branco,15
7,Votos Nulos,18
8,Total Apurado,277

Cidade: 78859, Zona: 0008, Seção: 0400
,Candidato,Votacao
0,13 WILSON CABELO,7
1,44 GERALDO MENDES,73
2,55 NINA SINGER,152
3,Eleitores Aptos,368
4,Votos nominais,232
5,Votos de legenda,0
6,Votos em branco,14
7,Votos Nulos,6
8,Total Apurado,252

Cidade: 78859, Zona: 0008, Seção: 0401
,Candidato,Votacao
0,13 WILSON CABELO,3
1,44 GERALDO MENDES,76
2,55 NINA SINGER,201
3,Eleitores Aptos,382
4,Votos nominais,280
5,Votos de legenda,0
6,Votos em branco,11
7,Votos Nulos,13
8,Total Apurado,304

Cidade: 78859, Zona: 0008, Seção: 0402
,Candidato,Votacao
0,13 WILSON CABELO,1
1,44 GERALDO MENDES,89
2,55 NINA SINGER,188
3,Eleitores Aptos,384
4,Votos nominais,278
5,Votos de legenda,0
6,Votos em branco,15
7,Votos Nulos,21
8,Total Apurado,314

Cidade: 78859, Zona: 0008, Seção: 0403
,Candidato,Votacao
0,13 WILSON CABELO,2
1,44 GERALDO MENDES,84
2,55 NINA SINGER,187
3,Eleitores Aptos,375
4,Votos nominais,273
5,Votos de legenda,0
6,Votos em branco,17
7,Votos Nulos,13
8,Total Apurado,303

Cidade: 78859, Zona: 0008, Seção: 0404
,Candidato,Votacao
0,13 WILSON CABELO,4
1,44 GERALDO MENDES,75
2,55 NINA SINGER,205
3,Eleitores Aptos,386
4,Votos nominais,284
5,Votos de legenda,0
6,Votos em branco,23
7,Votos Nulos,13
8,Total Apurado,320

Cidade: 78859, Zona: 0008, Seção: 0405
,Candidato,Votacao
0,13 WILSON CABELO,4
1,44 GERALDO MENDES,84
2,55 NINA SINGER,182
3,Eleitores Aptos,373
4,Votos nominais,270
5,Votos de legenda,0
6,Votos em branco,13
7,Votos Nulos,15
8,Total Apurado,298

Cidade: 78859, Zona: 0008, Seção: 0406
,Candidato,Votacao
0,13 WILSON CABELO,2
1,44 GERALDO MENDES,87
2,55 NINA SINGER,153
3,Eleitores Aptos,380
4,Votos nominais,242
5,Votos de legenda,0
6,Votos em branco,13
7,Votos Nulos,13
8,Total Apurado,268

Cidade: 78859, Zona: 0008, Seção: 0407
,Candidato,Votacao
0,13 WILSON CABELO,5
1,44 GERALDO MENDES,104
2,55 NINA SINGER,156
3,Eleitores Aptos,387
4,Votos nominais,265
5,Votos de legenda,0
6,Votos em branco,15
7,Votos Nulos,21
8,Total Apurado,301

Cidade: 78859, Zona: 0008, Seção: 0408
,Candidato,Votacao
0,13 WILSON CABELO,12
1,44 GERALDO MENDES,91
2,55 NINA SINGER,154
3,Eleitores Aptos,378
4,Votos nominais,257
5,Votos de legenda,0
6,Votos em branco,11
7,Votos Nulos,19
8,Total Apurado,287

Cidade: 78859, Zona: 0008, Seção: 0409
,Candidato,Votacao
0,13 WILSON CABELO,11
1,44 GERALDO MENDES,102
2,55 NINA SINGER,138
3,Eleitores Aptos,381
4,Votos nominais,251
5,Votos de legenda,0
6,Votos em branco,13
7,Votos Nulos,22
8,Total Apurado,286

Cidade: 78859, Zona: 0008, Seção: 0410
,Candidato,Votacao
0,13 WILSON CABELO,13
1,44 GERALDO MENDES,100
2,55 NINA SINGER,148
3,Eleitores Aptos,382
4,Votos nominais,261
5,Votos de legenda,0
6,Votos em branco,22
7,Votos Nulos,20
8,Total Apurado,303

Cidade: 78859, Zona: 0008, Seção: 0411
,Candidato,Votacao
0,13 WILSON CABELO,7
1,44 GERALDO MENDES,123
2,55 NINA SINGER,126
3,Eleitores Aptos,378
4,Votos nominais,256
5,Votos de legenda,0
6,Votos em branco,12
7,Votos Nulos,14
8,Total Apurado,282

Cidade: 78859, Zona: 0008, Seção: 0412
,Candidato,Votacao
0,13 WILSON CABELO,11
1,44 GERALDO MENDES,119
2,55 NINA SINGER,132
3,Eleitores Aptos,379
4,Votos nominais,262
5,Votos de legenda,0
6,Votos em branco,8
7,Votos Nulos,18
8,Total Apurado,288

Cidade: 78859, Zona: 0008, Seção: 0413
,Candidato,Votacao
0,13 WILSON CABELO,6
1,44 GERALDO MENDES,101
2,55 NINA SINGER,142
3,Eleitores Aptos,358
4,Votos nominais,249
5,Votos de legenda,0
6,Votos em branco,12
7,Votos Nulos,21
8,Total Apurado,282

Cidade: 78859, Zona: 0008, Seção: 0414
,Candidato,Votacao
0,13 WILSON CABELO,5
1,44 GERALDO MENDES,102
2,55 NINA SINGER,147
3,Eleitores Aptos,359
4,Votos nominais,254
5,Votos de legenda,0
6,Votos em branco,8
7,Votos Nulos,15
8,Total Apurado,277

Cidade: 78859, Zona: 0008, Seção: 0415
,Candidato,Votacao
0,13 WILSON CABELO,2
1,44 GERALDO MENDES,109
2,55 NINA SINGER,155
3,Eleitores Aptos,358
4,Votos nominais,266
5,Votos de legenda,0
6,Votos em branco,11
7,Votos Nulos,14
8,Total Apurado,291

Cidade: 78859, Zona: 0008, Seção: 0416
,Candidato,Votacao
0,Não há votos nominais,1
1,13 WILSON CABELO,5
2,44 GERALDO MENDES,95
3,55 NINA SINGER,139
4,Eleitores Aptos,348
5,Votos nominais,239
6,Votos de legenda,0
7,Votos em branco,15
8,Votos Nulos,15
9,Total Apurado,269

Cidade: 78859, Zona: 0008, Seção: 0417
,Candidato,Votacao
0,Não há votos nominais,1
1,13 WILSON CABELO,7
2,44 GERALDO MENDES,80
3,55 NINA SINGER,121
4,Eleitores Aptos,355
5,Votos nominais,208
6,Votos de legenda,0
7,Votos em branco,13
8,Votos Nulos,15
9,Total Apurado,236

Cidade: 78859, Zona: 0008, Seção: 0418
,Candidato,Votacao
0,13 WILSON CABELO,4
1,44 GERALDO MENDES,102
2,55 NINA SINGER,127
3,Eleitores Aptos,355
4,Votos nominais,233
5,Votos de legenda,0
6,Votos em branco,18
7,Votos Nulos,15
8,Total Apurado,266

Cidade: 78859, Zona: 0008, Seção: 0419
,Candidato,Votacao
0,13 WILSON CABELO,5
1,44 GERALDO MENDES,82
2,55 NINA SINGER,166
3,Eleitores Aptos,324
4,Votos nominais,253
5,Votos de legenda,0
6,Votos em branco,15
7,Votos Nulos,16
8,Total Apurado,284

Cidade: 78859, Zona: 0008, Seção: 0420
,Candidato,Votacao
0,13 WILSON CABELO,4
1,44 GERALDO MENDES,74
2,55 NINA SINGER,102
3,Eleitores Aptos,252
4,Votos nominais,180
5,Votos de legenda,0
6,Votos em branco,10
7,Votos Nulos,13
8,Total Apurado,203

Cidade: 78859, Zona: 0008, Seção: 0421
,Candidato,Votacao
0,13 WILSON CABELO,21
1,44 GERALDO MENDES,106
2,55 NINA SINGER,150
3,Eleitores Aptos,397
4,Votos nominais,277
5,Votos de legenda,0
6,Votos em branco,10
7,Votos Nulos,15
8,Total Apurado,302

Cidade: 78859, Zona: 0008, Seção: 0422
,Candidato,Votacao
0,Não há votos nominais,6
1,13 WILSON CABELO,27
2,44 GERALDO MENDES,110
3,55 NINA SINGER,138
4,Eleitores Aptos,405
5,Votos nominais,275
6,Votos de legenda,0
7,Votos em branco,19
8,Votos Nulos,13
9,Total Apurado,307

Cidade: 78859, Zona: 0008, Seção: 0423
,Candidato,Votacao
0,Não há votos nominais,1
1,13 WILSON CABELO,24
2,44 GERALDO MENDES,108
3,55 NINA SINGER,133
4,Eleitores Aptos,402
5,Votos nominais,265
6,Votos de legenda,0
7,Votos em branco,21
8,Votos Nulos,15
9,Total Apurado,301

Cidade: 78859, Zona: 0008, Seção: 0424
,Candidato,Votacao
0,13 WILSON CABELO,27
1,44 GERALDO MENDES,98
2,55 NINA SINGER,126
3,Eleitores Aptos,399
4,Votos nominais,251
5,Votos de legenda,0
6,Votos em branco,22
7,Votos Nulos,20
8,Total Apurado,293

Cidade: 78859, Zona: 0008, Seção: 0425
,Candidato,Votacao
0,13 WILSON CABELO,29
1,44 GERALDO MENDES,116
2,55 NINA SINGER,147
3,Eleitores Aptos,406
4,Votos nominais,292
5,Votos de legenda,0
6,Votos em branco,19
7,Votos Nulos,17
8,Total Apurado,328

Cidade: 78859, Zona: 0008, Seção: 0426
,Candidato,Votacao
0,13 WILSON CABELO,14
1,44 GERALDO MENDES,100
2,55 NINA SINGER,141
3,Eleitores Aptos,403
4,Votos nominais,255
5,Votos de legenda,0
6,Votos em branco,12
7,Votos Nulos,29
8,Total Apurado,296

Cidade: 78859, Zona: 0008, Seção: 0427
,Candidato,Votacao
0,13 WILSON CABELO,22
1,44 GERALDO MENDES,106
2,55 NINA SINGER,140
3,Eleitores Aptos,402
4,Votos nominais,268
5,Votos de legenda,0
6,Votos em branco,20
7,Votos Nulos,21
8,Total Apurado,309

Cidade: 78859, Zona: 0008, Seção: 0428
,Candidato,Votacao
0,13 WILSON CABELO,14
1,44 GERALDO MENDES,107
2,55 NINA SINGER,149
3,Eleitores Aptos,400
4,Votos nominais,270
5,Votos de legenda,0
6,Votos em branco,11
7,Votos Nulos,16
8,Total Apurado,297

Cidade: 78859, Zona: 0008, Seção: 0429
