
Cidade: 78859, Zona: 0008, Seção: 0021
,Candidato,Votacao
0,13 WILSON CABELO,10
1,44 GERALDO MENDES,96
2,55 NINA SINGER,155
3,Eleitores Aptos,365
4,Votos nominais,261
5,Votos de legenda,0
6,Votos em branco,11
7,Votos Nulos,10
8,Total Apurado,282

Cidade: 78859, Zona: 0008, Seção: 0238
,Candidato,Votacao
0,13 WILSON CABELO,16
1,44 GERALDO MENDES,111
2,55 NINA SINGER,149
3,Eleitores Aptos,376
4,Votos nominais,276
5,Votos de legenda,0
6,Votos em branco,11
7,Votos Nulos,11
8,Total Apurado,298

Cidade: 78859, Zona: 0008, Seção: 0239
,Candidato,Votacao
0,13 WILSON CABELO,14
1,44 GERALDO MENDES,69
2,55 NINA SINGER,123
3,Eleitores Aptos,314
4,Votos nominais,206
5,Votos de legenda,0
6,Votos em branco,18
7,Votos Nulos,25
8,Total Apurado,249

Cidade: 78859, Zona: 0008, Seção: 0240
,Candidato,Votacao
0,13 WILSON CABELO,12
1,44 GERALDO MENDES,73
2,55 NINA SINGER,138
3,Eleitores Aptos,317
4,Votos nominais,223
5,Votos de legenda,0
6,Votos em branco,11
7,Votos Nulos,23
8,Total Apurado,257

Cidade: 78859, Zona: 0008, Seção: 0241
,Candidato,Votacao
0,13 WILSON CABELO,9
1,44 GERALDO MENDES,94
2,55 NINA SINGER,126
3,Eleitores Aptos,355
4,Votos nominais,229
5,Votos de legenda,0
6,Votos em branco,14
7,Votos Nulos,27
8,Total Apurado,270

Cidade: 78859, Zona: 0008, Seção: 0242
,Candidato,Votacao
0,13 WILSON CABELO,12
1,44 GERALDO MENDES,95
2,55 NINA SINGER,165
3,Eleitores Aptos,386
4,Votos nominais,272
5,Votos de legenda,0
6,Votos em branco,17
7,Votos Nulos,19
8,Total Apurado,308

Cidade: 78859, Zona: 0008, Seção: 0243
,Candidato,Votacao
0,13 WILSON CABELO,9
1,44 GERALDO MENDES,102
2,55 NINA SINGER,153
3,Eleitores Aptos,357
4,Votos nominais,264
5,Votos de legenda,0
6,Votos em branco,10
7,Votos Nulos,17
8,Total Apurado,291

Cidade: 78859, Zona: 0008, Seção: 0244
,Candidato,Votacao
0,13 WILSON CABELO,11
1,44 GERALDO MENDES,101
2,55 NINA SINGER,137
3,Eleitores Aptos,341
4,Votos nominais,249
5,Votos de legenda,0
6,Votos em branco,13
7,Votos Nulos,11
8,Total Apurado,273

Cidade: 78859, Zona: 0008, Seção: 0245
,Candidato,Votacao
0,13 WILSON CABELO,8
1,44 GERALDO MENDES,120
2,55 NINA SINGER,116
3,Eleitores Aptos,340
4,Votos nominais,244
5,Votos de legenda,0
6,Votos em branco,19
7,Votos Nulos,14
8,Total Apurado,277

Cidade: 78859, Zona: 0008, Seção: 0246
,Candidato,Votacao
0,Não há votos nominais,1
1,13 WILSON CABELO,10
2,44 GERALDO MENDES,111
3,55 NINA SINGER,133
4,Eleitores Aptos,344
5,Votos nominais,254
6,Votos de legenda,0
7,Votos em branco,12
8,Votos Nulos,17
9,Total Apurado,283

Cidade: 78859, Zona: 0008, Seção: 0247
,Candidato,Votacao
0,13 WILSON CABELO,10
1,44 GERALDO MENDES,120
2,55 NINA SINGER,121
3,Eleitores Aptos,361
4,Votos nominais,251
5,Votos de legenda,0
6,Votos em branco,10
7,Votos Nulos,13
8,Total Apurado,274

Cidade: 78859, Zona: 0008, Seção: 0248
,Candidato,Votacao
0,Não há votos nominais,1
1,13 WILSON CABELO,11
2,44 GERALDO MENDES,75
3,55 NINA SINGER,159
4,Eleitores Aptos,354
5,Votos nominais,245
6,Votos de legenda,0
7,Votos em branco,13
8,Votos Nulos,11
9,Total Apurado,269

Cidade: 78859, Zona: 0008, Seção: 0249
,Candidato,Votacao
0,13 WILSON CABELO,8
1,44 GERALDO MENDES,60
2,55 NINA SINGER,158
3,Eleitores Aptos,316
4,Votos nominais,226
5,Votos de legenda,0
6,Votos em branco,9
7,Votos Nulos,12
8,Total Apurado,247

Cidade: 78859, Zona: 0008, Seção: 0250
,Candidato,Votacao
0,Não há votos nominais,1
1,13 WILSON CABELO,9
2,44 GERALDO MENDES,125
3,55 NINA SINGER,120
4,Eleitores Aptos,383
5,Votos nominais,254
6,Votos de legenda,0
7,Votos em branco,22
8,Votos Nulos,20
9,Total Apurado,296

Cidade: 78859, Zona: 0008, Seção: 0251
,Candidato,Votacao
0,13 WILSON CABELO,16
1,44 GERALDO MENDES,79
2,55 NINA SINGER,146
3,Eleitores Aptos,356
4,Votos nominais,241
5,Votos de legenda,0
6,Votos em branco,12
7,Votos Nulos,17
8,Total Apurado,270

Cidade: 78859, Zona: 0008, Seção: 0252
,Candidato,Votacao
0,Não há votos nominais,1
1,13 WILSON CABELO,5
2,44 GERALDO MENDES,102
3,55 NINA SINGER,162
4,Eleitores Aptos,372
5,Votos nominais,269
6,Votos de legenda,0
7,Votos em branco,11
8,Votos Nulos,12
9,Total Apurado,292

Cidade: 78859, Zona: 0008, Seção: 0253
,Candidato,Votacao
0,13 WILSON CABELO,7
1,44 GERALDO MENDES,89
2,55 NINA SINGER,146
3,Eleitores Aptos,343
4,Votos nominais,242
5,Votos de legenda,0
6,Votos em branco,10
7,Votos Nulos,16
8,Total Apurado,268

Cidade: 78859, Zona: 0008, Seção: 0254
,Candidato,Votacao
0,13 WILSON CABELO,5
1,44 GERALDO MENDES,114
2,55 NINA SINGER,128
3,Eleitores Aptos,370
4,Votos nominais,247
5,Votos de legenda,0
6,Votos em branco,15
7,Votos Nulos,12
8,Total Apurado,274

Cidade: 78859, Zona: 0008, Seção: 0255
,Candidato,Votacao
0,13 WILSON CABELO,9
1,44 GERALDO MENDES,96
2,55 NINA SINGER,149
3,Eleitores Aptos,345
4,Votos nominais,254
5,Votos de legenda,0
6,Votos em branco,11
7,Votos Nulos,11
8,Total Apurado,276

Cidade: 78859, Zona: 0008, Seção: 0256
,Candidato,Votacao
0,13 WILSON CABELO,8
1,44 GERALDO MENDES,85
2,55 NINA SINGER,140
3,Eleitores Aptos,338
4,Votos nominais,233
5,Votos de legenda,0
6,Votos em branco,10
7,Votos Nulos,12
8,Total Apurado,255

Cidade: 78859, Zona: 0008, Seção: 0257
,Candidato,Votacao
0,13 WILSON CABELO,10
1,44 GERALDO MENDES,136
2,55 NINA SINGER,138
3,Eleitores Aptos,391
4,Votos nominais,284
5,Votos de legenda,0
6,Votos em branco,13
7,Votos Nulos,19
8,Total Apurado,316

Cidade: 78859, Zona: 0008, Seção: 0258
,Candidato,Votacao
0,13 WILSON CABELO,10
1,44 GERALDO MENDES,99
2,55 NINA SINGER,134
3,Eleitores Aptos,363
4,Votos nominais,243
5,Votos de legenda,0
6,Votos em branco,14
7,Votos Nulos,14
8,Total Apurado,271

Cidade: 78859, Zona: 0008, Seção: 0259
,Candidato,Votacao
0,13 WILSON CABELO,9
1,44 GERALDO MENDES,106
2,55 NINA SINGER,120
3,Eleitores Aptos,339
4,Votos nominais,235
5,Votos de legenda,0
6,Votos em branco,13
7,Votos Nulos,13
8,Total Apurado,261

Cidade: 78859, Zona: 0008, Seção: 0260
,Candidato,Votacao
0,13 WILSON CABELO,10
1,44 GERALDO MENDES,87
2,55 NINA SINGER,154
3,Eleitores Aptos,356
4,Votos nominais,251
5,Votos de legenda,0
6,Votos em branco,14
7,Votos Nulos,19
8,Total Apurado,284

Cidade: 78859, Zona: 0008, Seção: 0261
,Candidato,Votacao
0,13 WILSON CABELO,10
1,44 GERALDO MENDES,108
2,55 NINA SINGER,125
3,Eleitores Aptos,367
4,Votos nominais,243
5,Votos de legenda,0
6,Votos em branco,14
7,Votos Nulos,18
8,Total Apurado,275

Cidade: 78859, Zona: 0008, Seção: 0262
,Candidato,Votacao
0,13 WILSON CABELO,10
1,44 GERALDO MENDES,124
2,55 NINA SINGER,144
3,Eleitores Aptos,385
4,Votos nominais,278
5,Votos de legenda,0
6,Votos em branco,12
7,Votos Nulos,21
8,Total Apurado,311

Cidade: 78859, Zona: 0008, Seção: 0263
,Candidato,Votacao
0,13 WILSON CABELO,6
1,44 GERALDO MENDES,96
2,55 NINA SINGER,148
3,Eleitores Aptos,351
4,Votos nominais,250
5,Votos de legenda,0
6,Votos em branco,11
7,Votos Nulos,13
8,Total Apurado,274

Cidade: 78859, Zona: 0008, Seção: 0264
,Candidato,Votacao
0,13 WILSON CABELO,9
1,44 GERALDO MENDES,99
2,55 NINA SINGER,137
3,Eleitores Aptos,366
4,Votos nominais,245
5,Votos de legenda,0
6,Votos em branco,20
7,Votos Nulos,15
8,Total Apurado,280

Cidade: 78859, Zona: 0008, Seção: 0265
,Candidato,Votacao
0,13 WILSON CABELO,13
1,44 GERALDO MENDES,82
2,55 NINA SINGER,149
3,Eleitores Aptos,343
4,Votos nominais,244
5,Votos de legenda,0
6,Votos em branco,9
7,Votos Nulos,12
8,Total Apurado,265

Cidade: 78859, Zona: 0008, Seção: 0266
,Candidato,Votacao
0,13 WILSON CABELO,16
1,44 GERALDO MENDES,79
2,55 NINA SINGER,126
3,Eleitores Aptos,314
4,Votos nominais,221
5,Votos de legenda,0
6,Votos em branco,8
7,Votos Nulos,14
8,Total Apurado,243

Cidade: 78859, Zona: 0008, Seção: 0267
,Candidato,Votacao
0,13 WILSON CABELO,7
1,44 GERALDO MENDES,98
2,55 NINA SINGER,157
3,Eleitores Aptos,356
4,Votos nominais,262
5,Votos de legenda,0
6,Votos em branco,10
7,Votos Nulos,8
8,Total Apurado,280

Cidade: 78859, Zona: 0008, Seção: 0268
,Candidato,Votacao
0,13 WILSON CABELO,10
1,44 GERALDO MENDES,103
2,55 NINA SINGER,127
3,Eleitores Aptos,345
4,Votos nominais,240
5,Votos de legenda,0
6,Votos em branco,14
7,Votos Nulos,7
8,Total Apurado,261

Cidade: 78859, Zona: 0008, Seção: 0269
,Candidato,Votacao
0,13 WILSON CABELO,15
1,44 GERALDO MENDES,92
2,55 NINA SINGER,142
3,Eleitores Aptos,363
4,Votos nominais,249
5,Votos de legenda,0
6,Votos em branco,7
7,Votos Nulos,12
8,Total Apurado,268

Cidade: 78859, Zona: 0008, Seção: 0270
,Candidato,Votacao
0,13 WILSON CABELO,12
1,44 GERALDO MENDES,138
2,55 NINA SINGER,122
3,Eleitores Aptos,373
4,Votos nominais,272
5,Votos de legenda,0
6,Votos em branco,17
7,Votos Nulos,8
8,Total Apurado,297

Cidade: 78859, Zona: 0008, Seção: 0271
,Candidato,Votacao
0,Não há votos nominais,1
1,13 WILSON CABELO,17
2,44 GERALDO MENDES,79
3,55 NINA SINGER,160
4,Eleitores Aptos,409
5,Votos nominais,256
6,Votos de legenda,0
7,Votos em branco,24
8,Votos Nulos,17
9,Total Apurado,297

Cidade: 78859, Zona: 0008, Seção: 0272
,Candidato,Votacao
0,13 WILSON CABELO,8
1,44 GERALDO MENDES,78
2,55 NINA SINGER,144
3,Eleitores Aptos,347
4,Votos nominais,230
5,Votos de legenda,0
6,Votos em branco,13
7,Votos Nulos,14
8,Total Apurado,257

Cidade: 78859, Zona: 0008, Seção: 0273
,Candidato,Votacao
0,Não há votos nominais,5
1,13 WILSON CABELO,13
2,44 GERALDO MENDES,106
3,55 NINA SINGER,137
4,Eleitores Aptos,360
5,Votos nominais,256
6,Votos de legenda,0
7,Votos em branco,12
8,Votos Nulos,11
9,Total Apurado,279

Cidade: 78859, Zona: 0008, Seção: 0274
,Candidato,Votacao
0,13 WILSON CABELO,10
1,44 GERALDO MENDES,101
2,55 NINA SINGER,137
3,Eleitores Aptos,364
4,Votos nominais,248
5,Votos de legenda,0
6,Votos em branco,8
7,Votos Nulos,9
8,Total Apurado,265

Cidade: 78859, Zona: 0008, Seção: 0275
,Candidato,Votacao
0,13 WILSON CABELO,10
1,44 GERALDO MENDES,101
2,55 NINA SINGER,152
3,Eleitores Aptos,409
4,Votos nominais,263
5,Votos de legenda,0
6,Votos em branco,8
7,Votos Nulos,13
8,Total Apurado,284

Cidade: 78859, Zona: 0008, Seção: 0276
,Candidato,Votacao
0,13 WILSON CABELO,6
1,44 GERALDO MENDES,97
2,55 NINA SINGER,122
3,Eleitores Aptos,337
4,Votos nominais,225
5,Votos de legenda,0
6,Votos em branco,12
7,Votos Nulos,19
8,Total Apurado,256

Cidade: 78859, Zona: 0008, Seção: 0277
,Candidato,Votacao
0,13 WILSON CABELO,12
1,44 GERALDO MENDES,58
2,55 NINA SINGER,141
3,Eleitores Aptos,315
4,Votos nominais,211
5,Votos de legenda,0
6,Votos em branco,8
7,Votos Nulos,17
8,Total Apurado,236

Cidade: 78859, Zona: 0008, Seção: 0278
,Candidato,Votacao
0,13 WILSON CABELO,22
1,44 GERALDO MENDES,84
2,55 NINA SINGER,157
3,Eleitores Aptos,354
4,Votos nominais,263
5,Votos de legenda,0
6,Votos em branco,14
7,Votos Nulos,11
8,Total Apurado,288

Cidade: 78859, Zona: 0008, Seção: 0279
,Candidato,Votacao
0,13 WILSON CABELO,15
1,44 GERALDO MENDES,91
2,55 NINA SINGER,145
3,Eleitores Aptos,406
4,Votos nominais,251
5,Votos de legenda,0
6,Votos em branco,17
7,Votos Nulos,13
8,Total Apurado,281

Cidade: 78859, Zona: 0008, Seção: 0280
,Candidato,Votacao
0,13 WILSON CABELO,9
1,44 GERALDO MENDES,114
2,55 NINA SINGER,133
3,Eleitores Aptos,422
4,Votos nominais,256
5,Votos de legenda,0
6,Votos em branco,17
7,Votos Nulos,14
8,Total Apurado,287

Cidade: 78859, Zona: 0008, Seção: 0281
,Candidato,Votacao
0,13 WILSON CABELO,10
1,44 GERALDO MENDES,102
2,55 NINA SINGER,128
3,Eleitores Aptos,364
4,Votos nominais,240
5,Votos de legenda,0
6,Votos em branco,15
7,Votos Nulos,11
8,Total Apurado,266

Cidade: 78859, Zona: 0008, Seção: 0282
,Candidato,Votacao
0,13 WILSON CABELO,8
1,44 GERALDO MENDES,78
2,55 NINA SINGER,130
3,Eleitores Aptos,341
4,Votos nominais,216
5,Votos de legenda,0
6,Votos em branco,15
7,Votos Nulos,10
8,Total Apurado,241

Cidade: 78859, Zona: 0008, Seção: 0283
,Candidato,Votacao
0,13 WILSON CABELO,5
1,44 GERALDO MENDES,82
2,55 NINA SINGER,147
3,Eleitores Aptos,372
4,Votos nominais,234
5,Votos de legenda,0
6,Votos em branco,11
7,Votos Nulos,22
8,Total Apurado,267

Cidade: 78859, Zona: 0008, Seção: 0284
,Candidato,Votacao
0,13 WILSON CABELO,13
1,44 GERALDO MENDES,60
2,55 NINA SINGER,119
3,Eleitores Aptos,314
4,Votos nominais,192
5,Votos de legenda,0
6,Votos em branco,10
7,Votos Nulos,25
8,Total Apurado,227

Cidade: 78859, Zona: 0008, Seção: 0285
,Candidato,Votacao
0,13 WILSON CABELO,7
1,44 GERALDO MENDES,115
2,55 NINA SINGER,125
3,Eleitores Aptos,365
4,Votos nominais,247
5,Votos de legenda,0
6,Votos em branco,14
7,Votos Nulos,18
8,Total Apurado,279

Cidade: 78859, Zona: 0008, Seção: 0286
,Candidato,Votacao
0,13 WILSON CABELO,10
1,44 GERALDO MENDES,81
2,55 NINA SINGER,124
3,Eleitores Aptos,345
4,Votos nominais,215
5,Votos de legenda,0
6,Votos em branco,15
7,Votos Nulos,22
8,Total Apurado,252

Cidade: 78859, Zona: 0008, Seção: 0287
,Candidato,Votacao
0,13 WILSON CABELO,14
1,44 GERALDO MENDES,80
2,55 NINA SINGER,148
3,Eleitores Aptos,359
4,Votos nominais,242
5,Votos de legenda,0
6,Votos em branco,14
7,Votos Nulos,14
8,Total Apurado,270

Cidade: 78859, Zona: 0008, Seção: 0288
,Candidato,Votacao
0,13 WILSON CABELO,8
1,44 GERALDO MENDES,100
2,55 NINA SINGER,152
3,Eleitores Aptos,416
4,Votos nominais,260
5,Votos de legenda,0
6,Votos em branco,14
7,Votos Nulos,19
8,Total Apurado,293

Cidade: 78859, Zona: 0008, Seção: 0289
,Candidato,Votacao
0,13 WILSON CABELO,2
1,44 GERALDO MENDES,77
2,55 NINA SINGER,143
3,Eleitores Aptos,335
4,Votos nominais,222
5,Votos de legenda,0
6,Votos em branco,9
7,Votos Nulos,15
8,Total Apurado,246

Cidade: 78859, Zona: 0008, Seção: 0290
,Candidato,Votacao
0,13 WILSON CABELO,8
1,44 GERALDO MENDES,99
2,55 NINA SINGER,152
3,Eleitores Aptos,384
4,Votos nominais,259
5,Votos de legenda,0
6,Votos em branco,14
7,Votos Nulos,8
8,Total Apurado,281

Cidade: 78859, Zona: 0008, Seção: 0291
,Candidato,Votacao
0,13 WILSON CABELO,8
1,44 GERALDO MENDES,72
2,55 NINA SINGER,141
3,Eleitores Aptos,328
4,Votos nominais,221
5,Votos de legenda,0
6,Votos em branco,12
7,Votos Nulos,12
8,Total Apurado,245

Cidade: 78859, Zona: 0008, Seção: 0292
,Candidato,Votacao
0,13 WILSON CABELO,13
1,44 GERALDO MENDES,94
2,55 NINA SINGER,152
3,Eleitores Aptos,374
4,Votos nominais,259
5,Votos de legenda,0
6,Votos em branco,14
7,Votos Nulos,15
8,Total Apurado,288

Cidade: 78859, Zona: 0008, Seção: 0293
,Candidato,Votacao
0,13 WILSON CABELO,18
1,44 GERALDO MENDES,97
2,55 NINA SINGER,152
3,Eleitores Aptos,390
4,Votos nominais,267
5,Votos de legenda,0
6,Votos em branco,18
7,Votos Nulos,21
8,Total Apurado,306

Cidade: 78859, Zona: 0008, Seção: 0294
,Candidato,Votacao
0,13 WILSON CABELO,6
1,44 GERALDO MENDES,77
2,55 NINA SINGER,135
3,Eleitores Aptos,294
4,Votos nominais,218
5,Votos de legenda,0
6,Votos em branco,10
7,Votos Nulos,10
8,Total Apurado,238

Cidade: 78859, Zona: 0008, Seção: 0295
,Candidato,Votacao
0,13 WILSON CABELO,6
1,44 GERALDO MENDES,87
2,55 NINA SINGER,113
3,Eleitores Aptos,293
4,Votos nominais,206
5,Votos de legenda,0
6,Votos em branco,7
7,Votos Nulos,12
8,Total Apurado,225

Cidade: 78859, Zona: 0008, Seção: 0298
,Candidato,Votacao
0,13 WILSON CABELO,11
1,44 GERALDO MENDES,96
2,55 NINA SINGER,120
3,Eleitores Aptos,294
4,Votos nominais,227
5,Votos de legenda,0
6,Votos em branco,7
7,Votos Nulos,7
8,Total Apurado,241

Cidade: 78859, Zona: 0008, Seção: 0300
,Candidato,Votacao
0,13 WILSON CABELO,9
1,44 GERALDO MENDES,96
2,55 NINA SINGER,148
3,Eleitores Aptos,368
4,Votos nominais,253
5,Votos de legenda,0
6,Votos em branco,19
7,Votos Nulos,14
8,Total Apurado,286

Cidade: 78859, Zona: 0008, Seção: 0301
,Candidato,Votacao
0,13 WILSON CABELO,21
1,44 GERALDO MENDES,101
2,55 NINA SINGER,118
3,Eleitores Aptos,377
4,Votos nominais,240
5,Votos de legenda,0
6,Votos em branco,10
7,Votos Nulos,16
8,Total Apurado,266

Cidade: 78859, Zona: 0008, Seção: 0302
,Candidato,Votacao
0,13 WILSON CABELO,10
1,44 GERALDO MENDES,91
2,55 NINA SINGER,156
3,Eleitores Aptos,381
4,Votos nominais,257
5,Votos de legenda,0
6,Votos em branco,11
7,Votos Nulos,18
8,Total Apurado,286

Cidade: 78859, Zona: 0008, Seção: 0303
,Candidato,Votacao
0,13 WILSON CABELO,10
1,44 GERALDO MENDES,96
2,55 NINA SINGER,146
3,Eleitores Aptos,379
4,Votos nominais,252
5,Votos de legenda,0
6,Votos em branco,18
7,Votos Nulos,18
8,Total Apurado,288

Cidade: 78859, Zona: 0008, Seção: 0304
,Candidato,Votacao
0,13 WILSON CABELO,8
1,44 GERALDO MENDES,117
2,55 NINA SINGER,143
3,Eleitores Aptos,390
4,Votos nominais,268
5,Votos de legenda,0
6,Votos em branco,11
7,Votos Nulos,20
8,Total Apurado,299

Cidade: 78859, Zona: 0008, Seção: 0305
,Candidato,Votacao
0,13 WILSON CABELO,11
1,44 GERALDO MENDES,100
2,55 NINA SINGER,132
3,Eleitores Aptos,369
4,Votos nominais,243
5,Votos de legenda,0
6,Votos em branco,20
7,Votos Nulos,16
8,Total Apurado,279

Cidade: 78859, Zona: 0008, Seção: 0311
,Candidato,Votacao
0,13 WILSON CABELO,13
1,44 GERALDO MENDES,101
2,55 NINA SINGER,135
3,Eleitores Aptos,369
4,Votos nominais,249
5,Votos de legenda,0
6,Votos em branco,15
7,Votos Nulos,22
8,Total Apurado,286

Cidade: 78859, Zona: 0008, Seção: 0312
,Candidato,Votacao
0,13 WILSON CABELO,7
1,44 GERALDO MENDES,84
2,55 NINA SINGER,163
3,Eleitores Aptos,355
4,Votos nominais,254
5,Votos de legenda,0
6,Votos em branco,15
7,Votos Nulos,14
8,Total Apurado,283

Cidade: 78859, Zona: 0008, Seção: 0313
,Candidato,Votacao
0,13 WILSON CABELO,7
1,44 GERALDO MENDES,111
2,55 NINA SINGER,167
3,Eleitores Aptos,410
4,Votos nominais,285
5,Votos de legenda,0
6,Votos em branco,6
7,Votos Nulos,24
8,Total Apurado,315

Cidade: 78859, Zona: 0008, Seção: 0314
,Candidato,Votacao
0,Não há votos nominais,1
1,13 WILSON CABELO,6
2,44 GERALDO MENDES,87
3,55 NINA SINGER,164
4,Eleitores Aptos,345
5,Votos nominais,257
6,Votos de legenda,0
7,Votos em branco,10
8,Votos Nulos,10
9,Total Apurado,277

Cidade: 78859, Zona: 0008, Seção: 0315
,Candidato,Votacao
0,13 WILSON CABELO,4
1,44 GERALDO MENDES,106
2,55 NINA SINGER,134
3,Eleitores Aptos,361
4,Votos nominais,244
5,Votos de legenda,0
6,Votos em branco,11
7,Votos Nulos,12
8,Total Apurado,267

Cidade: 78859, Zona: 0008, Seção: 0316
,Candidato,Votacao
0,13 WILSON CABELO,7
1,44 GERALDO MENDES,94
2,55 NINA SINGER,125
3,Eleitores Aptos,368
4,Votos nominais,226
5,Votos de legenda,0
6,Votos em branco,14
7,Votos Nulos,13
8,Total Apurado,253

Cidade: 78859, Zona: 0008, Seção: 0317
,Candidato,Votacao
0,13 WILSON CABELO,10
1,44 GERALDO MENDES,86
2,55 NINA SINGER,134
3,Eleitores Aptos,324
4,Votos nominais,230
5,Votos de legenda,0
6,Votos em branco,13
7,Votos Nulos,10
8,Total Apurado,253

Cidade: 78859, Zona: 0008, Seção: 0318
,Candidato,Votacao
0,13 WILSON CABELO,4
1,44 GERALDO MENDES,89
2,55 NINA SINGER,139
3,Eleitores Aptos,322
4,Votos nominais,232
5,Votos de legenda,0
6,Votos em branco,13
7,Votos Nulos,15
8,Total Apurado,260

Cidade: 78859, Zona: 0008, Seção: 0319
,Candidato,Votacao
0,13 WILSON CABELO,8
1,44 GERALDO MENDES,85
2,55 NINA SINGER,140
3,Eleitores Aptos,322
4,Votos nominais,233
5,Votos de legenda,0
6,Votos em branco,14
7,Votos Nulos,15
8,Total Apurado,262

Cidade: 78859, Zona: 0008, Seção: 0320
,Candidato,Votacao
0,13 WILSON CABELO,10
1,44 GERALDO MENDES,79
2,55 NINA SINGER,133
3,Eleitores Aptos,319
4,Votos nominais,222
5,Votos de legenda,0
6,Votos em branco,11
7,Votos Nulos,10
8,Total Apurado,243

Cidade: 78859, Zona: 0008, Seção: 0321
,Candidato,Votacao
0,13 WILSON CABELO,12
1,44 GERALDO MENDES,81
2,55 NINA SINGER,154
3,Eleitores Aptos,364
4,Votos nominais,247
5,Votos de legenda,0
6,Votos em branco,12
7,Votos Nulos,15
8,Total Apurado,274

Cidade: 78859, Zona: 0008, Seção: 0322
,Candidato,Votacao
0,13 WILSON CABELO,11
1,44 GERALDO MENDES,79
2,55 NINA SINGER,154
3,Eleitores Aptos,362
4,Votos nominais,244
5,Votos de legenda,0
6,Votos em branco,10
7,Votos Nulos,19
8,Total Apurado,273

Cidade: 78859, Zona: 0008, Seção: 0323
,Candidato,Votacao
0,13 WILSON CABELO,5
1,44 GERALDO MENDES,104
2,55 NINA SINGER,147
3,Eleitores Aptos,355
4,Votos nominais,256
5,Votos de legenda,0
6,Votos em branco,16
7,Votos Nulos,17
8,Total Apurado,289

Cidade: 78859, Zona: 0008, Seção: 0324
,Candidato,Votacao
0,13 WILSON CABELO,8
1,44 GERALDO MENDES,77
2,55 NINA SINGER,154
3,Eleitores Aptos,357
4,Votos nominais,239
5,Votos de legenda,0
6,Votos em branco,16
7,Votos Nulos,20
8,Total Apurado,275

Cidade: 78859, Zona: 0008, Seção: 0325
,Candidato,Votacao
0,13 WILSON CABELO,8
1,44 GERALDO MENDES,121
2,55 NINA SINGER,134
3,Eleitores Aptos,368
4,Votos nominais,263
5,Votos de legenda,0
6,Votos em branco,12
7,Votos Nulos,15
8,Total Apurado,290

Cidade: 78859, Zona: 0008, Seção: 0326
,Candidato,Votacao
0,13 WILSON CABELO,10
1,44 GERALDO MENDES,100
2,55 NINA SINGER,143
3,Eleitores Aptos,372
4,Votos nominais,253
5,Votos de legenda,0
6,Votos em branco,12
7,Votos Nulos,16
8,Total Apurado,281

Cidade: 78859, Zona: 0008, Seção: 0327
,Candidato,Votacao
0,13 WILSON CABELO,9
1,44 GERALDO MENDES,108
2,55 NINA SINGER,134
3,Eleitores Aptos,370
4,Votos nominais,251
5,Votos de legenda,0
6,Votos em branco,10
7,Votos Nulos,18
8,Total Apurado,279

Cidade: 78859, Zona: 0008, Seção: 0328
,Candidato,Votacao
0,13 WILSON CABELO,8
1,44 GERALDO MENDES,94
2,55 NINA SINGER,151
3,Eleitores Aptos,365
4,Votos nominais,253
5,Votos de legenda,0
6,Votos em branco,8
7,Votos Nulos,11
8,Total Apurado,272

Cidade: 78859, Zona: 0008, Seção: 0329
,Candidato,Votacao
0,13 WILSON CABELO,10
1,44 GERALDO MENDES,108
2,55 NINA SINGER,129
3,Eleitores Aptos,363
4,Votos nominais,247
5,Votos de legenda,0
6,Votos em branco,19
7,Votos Nulos,16
8,Total Apurado,282

Cidade: 78859, Zona: 0008, Seção: 0330
,Candidato,Votacao
0,13 WILSON CABELO,13
1,44 GERALDO MENDES,99
2,55 NINA SINGER,129
3,Eleitores Aptos,373
4,Votos nominais,241
5,Votos de legenda,0
6,Votos em branco,13
7,Votos Nulos,29
8,Total Apurado,283

Cidade: 78859, Zona: 0008, Seção: 0331
,Candidato,Votacao
0,13 WILSON CABELO,8
1,44 GERALDO MENDES,101
2,55 NINA SINGER,140
3,Eleitores Aptos,371
4,Votos nominais,249
5,Votos de legenda,0
6,Votos em branco,20
7,Votos Nulos,14
8,Total Apurado,283

Cidade: 78859, Zona: 0008, Seção: 0332
,Candidato,Votacao
0,13 WILSON CABELO,7
1,44 GERALDO MENDES,120
2,55 NINA SINGER,143
3,Eleitores Aptos,369
4,Votos nominais,270
5,Votos de legenda,0
6,Votos em branco,14
7,Votos Nulos,14
8,Total Apurado,298

Cidade: 78859, Zona: 0008, Seção: 0333
,Candidato,Votacao
0,13 WILSON CABELO,16
1,44 GERALDO MENDES,101
2,55 NINA SINGER,131
3,Eleitores Aptos,362
4,Votos nominais,248
5,Votos de legenda,0
6,Votos em branco,10
7,Votos Nulos,22
8,Total Apurado,280

Cidade: 78859, Zona: 0008, Seção: 0334
,Candidato,Votacao
0,13 WILSON CABELO,10
1,44 GERALDO MENDES,120
2,55 NINA SINGER,132
3,Eleitores Aptos,375
4,Votos nominais,262
5,Votos de legenda,0
6,Votos em branco,13
7,Votos Nulos,21
8,Total Apurado,296

Cidade: 78859, Zona: 0008, Seção: 0335
,Candidato,Votacao
0,Não há votos nominais,1
1,13 WILSON CABELO,5
2,44 GERALDO MENDES,119
3,55 NINA SINGER,139
4,Eleitores Aptos,372
5,Votos nominais,263
6,Votos de legenda,0
